dtset-txt-off,看万山红遍，层林尽染；漫江碧透，百舸争流。,漫,遍布。
dtset-txt-off,层林尽染；漫江碧透，百舸争流。,舸,大船。这里泛指船只。
dtset-txt-off,怅寥廓，问苍茫大地，谁主沉浮？,主,主宰。
dtset-txt-off,携来百侣曾游。忆往昔峥嵘岁月稠。,稠,多。
dtset-txt-off,指点江山，激扬文字，粪土当年万户侯。,粪土,视……如粪土，表鄙视。
dtset-txt-off,唤渠朝餐歇半霎，低头折腰只不答：“秧根未牢莳未匝，照管鹅儿与雏鸭。,莳,移栽、种植。
dtset-txt-off,对酒当歌，人生几何！,当,也是“对”的意思。
dtset-txt-off,去日苦多。慨当以慷，忧思难忘。,当以,没有实义。
dtset-txt-off,不可断绝。越陌度阡，枉用相存。,阡,南北向的田间小路。
dtset-txt-off,越陌度阡，枉用相存。,存,问候、探望。
dtset-txt-off,乌鹊南飞。绕树三匝，何枝可依？,匝,周、圈。
dtset-txt-off,桃李罗堂前。暧暧远人村，依依墟里烟。,暧暧,迷蒙隐约的样子。
dtset-txt-off,海客谈瀛洲，烟涛微茫信难求；越人语天姥,信,确实、实在。
dtset-txt-off,云霞明灭或可睹。天姥连天向天横，势拔五岳掩赤城。,横,遮蔽。
dtset-txt-off,天姥连天向天横，势拔五岳掩赤城。,拔,超出。
dtset-txt-off,谢公宿处今尚在，渌水荡漾清猿啼。,清,凄清。
dtset-txt-off,千岩万转路不定，迷花倚石忽已暝。,暝,昏暗。
dtset-txt-off,迷花倚石忽已暝。熊咆龙吟殷岩泉，栗深林兮惊层巅。,殷,震动。
dtset-txt-off,栗深林兮惊层巅。云青青兮欲雨，水澹澹兮生烟。,青青,黑沉沉的。
dtset-txt-off,恍惊起而长嗟。惟觉时之枕席，失向来之烟霞。,觉,醒。
dtset-txt-off,遂命酒，使快弹数曲。,快,畅快。
dtset-txt-off,是夕始觉有迁谪意。因为长句，歌以赠之,为,创作。
dtset-txt-off,说尽心中无限事。轻拢慢捻抹复挑，初为《霓裳》后《六幺》。,拢,扣弦。
dtset-txt-off,沉吟放拨插弦中，整顿衣裳起敛容。,敛容,显出端庄的脸色。
dtset-txt-off,一曲红绡不知数。钿头银篦击节碎，血色罗裙翻酒污。,节,节拍。
dtset-txt-off,弟走从军阿姨死，暮去朝来颜色故。,故,旧、老。
dtset-txt-off,今夜闻君琵琶语，如听仙乐耳暂明。,暂,忽然，一下子。
dtset-txt-off,感我此言良久立，却坐促弦弦转急。,却,退回。
dtset-txt-off,凄凄惨惨戚戚。乍暖还寒时候，最难将息。,乍暖还寒,忽暖忽冷，天气变化无常。
dtset-txt-off,劝 学,劝,鼓励。
dtset-txt-off,其曲中规。虽有槁暴，不复挺者,暴,晒。
dtset-txt-off,其曲中规。虽有槁暴，不复挺者,有,同“又”。
dtset-txt-off,故木受绳则直，金就砺则利，君子博学而日参省乎己，则知明而行无过矣。,省,省察。
dtset-txt-off,而见者远；顺风而呼，声非加疾也，而闻者彰。,疾,劲疾。
dtset-txt-off,顺风而呼，声非加疾也，而闻者彰。,彰,清楚。
dtset-txt-off,假舟楫者，非能水也，而绝江河。,绝,横渡。
dtset-txt-off,积土成山，风雨兴焉；积水成渊,兴,起。
dtset-txt-off,骐骥一跃，不能十步；驽马十驾，功在不舍。,驾,一天的行程。
dtset-txt-off,不能十步；驽马十驾，功在不舍。,舍,停止、止息。
dtset-txt-off,蟹六跪而二螯，非蛇鳝之穴无可寄托者，用心躁也。,躁,浮躁，不专心。
dtset-txt-off,古之学者必有师。师者，所以传道受业解惑也。,受,同“授”，传授。
dtset-txt-off,吾师道也，夫庸知其年之先后生于吾乎？,庸,表示反问语气。
dtset-txt-off,古之圣人，其出人也远矣，犹且从师而问焉；今之众人,犹且,尚且，还。
dtset-txt-off,而耻学于师。是故圣益圣，愚益愚。,益,更加、越发。
dtset-txt-off,句读之不知，惑之不解，或师焉，或不焉，小学而大遗,不,同“否”。
dtset-txt-off,巫医乐师百工之人，君子不齿，今其智乃反不能及,不齿,不与同列，意思是看不起。
dtset-txt-off,其可怪也欤！圣人无常师。,常师,固定的老师。
dtset-txt-off,师不必贤于弟子，闻道有先后，术业有专攻，如是而已。,攻,学习、研究。
dtset-txt-off,学于余。余嘉其能行古道，作《师说》以贻之。,嘉,赞许。
dtset-txt-off,壬戌之秋，七月既望，苏子与客泛舟游于赤壁之下。,既望,过了望日后的第一天，通常指农历每月十六日。
dtset-txt-off,纵一苇之所如，凌万顷之茫然。,凌,越过。
dtset-txt-off,如怨如慕，如泣如诉，余音袅袅，不绝如缕。,袅袅,形容声音婉转悠长。
dtset-txt-off,如怨如慕，如泣如诉，余音袅袅，不绝如缕。,缕,细丝。
dtset-txt-off,苏子愀然，正襟危坐而问客曰：“何为其然也？,危坐,端坐。
dtset-txt-off,方其破荆州，下江陵，顺流而东也,下,攻占。
dtset-txt-off,抱明月而长终。知不可乎骤得，托遗响于悲风。,骤,一下子，很轻易地。
dtset-txt-off,”苏子曰：“客亦知夫水与月乎？逝者如斯，而未尝往也；盈虚者如彼，而卒莫消长也。,卒,终究。
dtset-txt-off,而卒莫消长也。盖将自其变者而观之，则天地曾不能以一瞬；自其不变者而观之,将,这里表示假设。
dtset-txt-off,取之无禁，用之不竭，是造物者之无尽藏也，而吾与子之所共适。,适,这里有“享有”的意思。
dtset-txt-off,肴核既尽，杯盘狼籍。,狼籍,即“狼藉”，凌乱。
dtset-txt-off,在长城南十五里。余以乾隆三十九年十二月，自京师乘风雪,以,在。
dtset-txt-off,四十五里，道皆砌石为磴，其级七千有余。,磴,石阶。
dtset-txt-off,余始循以入，道少半，越中岭,道少半,路不到一半。
dtset-txt-off,及既上，苍山负雪，明烛天南望晚日照城郭，汶水、徂徕如画,烛,照。
dtset-txt-off,明烛天南望晚日照城郭，汶水、徂徕如画，而半山居雾若带然。,居,停留。
dtset-txt-off,戊申晦，五鼓，与子颍坐日观亭,五鼓,五更。
dtset-txt-off,回视日观以西峰，或得日或否，绛皓驳色，而皆若偻。,驳,杂。
dtset-txt-off,说怿女美。自牧归荑，洵美且异。,归,同“馈”，赠送。
dtset-txt-off,只是朱颜改。问君能有几多愁，恰似一江春水向东流。,几多,多少。
dtset-txt-off,毋吾以也。居则曰：‘不吾知也！,居,平日、平时。
dtset-txt-off,则何以哉？”子路率尔而对曰：“千乘之国，摄乎大国之间,率尔,急遽而不加考虑的样子。
dtset-txt-off,摄乎大国之间，加之以师旅，因之以饥馑；由也为之,因,接续。
dtset-txt-off,尔何如？”对曰：“方六七十，如五六十，求也为之,如,或者。
dtset-txt-off,可使足民。如其礼乐，以俟君子。,如,至于。
dtset-txt-off,尔何如？”鼓瑟希，铿尔,希,同“稀”，稀疏。
dtset-txt-off,亦各言其志也。”曰：“莫春者，春服既成,莫,同“暮”。
dtset-txt-off,有牵牛而过堂下者，王见之，曰：‘牛何之？,之,往。
dtset-txt-off,’对曰：‘将以衅钟。’王曰：‘舍之！,舍,释放。
dtset-txt-off,以小易大，彼恶知之？,恶,疑问代词，怎么、哪里。
dtset-txt-off,王若隐其无罪而就死地，则牛羊何择焉？,择,区别。
dtset-txt-off,”曰：“有复于王者曰：‘吾力足以举百钧，而不足以举一羽；明足以察秋毫之末，而不见舆薪。,明,视力。
dtset-txt-off,独何与？权，然后知轻重,权,称量。
dtset-txt-off,”王曰：“若是其甚与？”曰：“殆有甚焉。,殆,恐怕，可能。
dtset-txt-off,何以异于邹敌楚哉？盖亦反其本矣？,盖,同“盍”，何不。
dtset-txt-off,耕者皆欲耕于王之野，商贾皆欲藏于王之市，行旅皆欲出于王之涂，天下之欲疾其君者皆欲赴诉于王。,涂,同“途”，道路。
dtset-txt-off,苟无恒心，放辟邪侈，无不为已。,辟,不正。
dtset-txt-off,及陷于罪，然后从而刑之，是罔民也。,罔,同“网”，张网捕捉，比喻陷害。
dtset-txt-off,此惟救死而恐不赡，奚暇治礼义哉？,奚,何。
dtset-txt-off,此惟救死而恐不赡，奚暇治礼义哉？,治,讲求。
dtset-txt-off,八口之家可以无饥矣；谨庠序之教，申之以孝悌之义，颁白者不负戴于道路矣。,申,申诫，告诫。
dtset-txt-off,手之所触，肩之所倚，足之所履，膝之所踦,履,踩。
dtset-txt-off,合于《桑林》之舞，乃中《经首》之会。,会,节奏。
dtset-txt-off,合于《桑林》之舞，乃中《经首》之会。,乃,又。
dtset-txt-off,”庖丁释刀对曰：“臣之所好者道也，进乎技矣。,进,超过。
dtset-txt-off,依乎天理，批大郤，导大窾，因其固然,窾,空隙。
dtset-txt-off,为之四顾，为之踌躇满志，善刀而藏之。,善,这里指揩拭。
dtset-txt-off,越国以鄙远，君知其难也，焉用亡郑以陪邻？,陪,增加。
dtset-txt-off,若舍郑以为东道主，行李之往来，共其乏困，君亦无所害。,共,同“供”，供给。
dtset-txt-off,何厌之有？既东封郑，又欲肆其西封,封,疆界，这里用作动词。
dtset-txt-off,阙秦以利晋，唯君图之。,唯,表示希望、祈请。
dtset-txt-off,微夫人之力不及此。因人之力而敝之，不仁；失其所与,敝,损害。
dtset-txt-off,因人之力而敝之，不仁；失其所与，不知；以乱易整,与,结交、同盟。
dtset-txt-off,”张良曰：“谁为大王为此计者？”曰：“鲰生说我曰：‘距关，毋内诸侯,鲰,浅陋、卑微。
dtset-txt-off,今事有急，故幸来告良。,幸,幸亏，幸而。
dtset-txt-off,”项王许诺。沛公旦日从百余骑来见项王，至鸿门,从,率领、带领。
dtset-txt-off,不者，若属皆且为所虏！,若属,你们这些人。
dtset-txt-off,为之奈何？”樊哙曰：“大行不顾细谨，大礼不辞小让。,让,责备。
dtset-txt-off,相去四十里。沛公则置车骑，脱身独骑,置,放弃，丢下。
dtset-txt-off,不过二十里耳。度我至军中，公乃入。,度,估计。
dtset-txt-off,天也，你错勘贤愚枉做天！,勘,审问。
dtset-txt-off,（正旦云）俺婆婆若见我披枷带锁赴法场餐刀去呵，（唱）枉将他气杀也么哥，枉将他气杀也么哥。,也么哥,元明戏曲中常用的衬词，无义。
dtset-txt-off,则是看你死的孩儿面上！（唱）【快活三】念窦娥葫芦提当罪愆，念窦娥身首不完全,愆,罪过。
dtset-txt-off,我窦娥死的委实冤枉，从今以后，着这楚州亢旱三年！,亢旱,大旱。
dtset-txt-off,东得百里奚于宛，迎蹇叔于宋，来丕豹、公孙支于晋。,来,招致、招揽。
dtset-txt-off,孝公用商鞅之法，移风易俗，民以殷盛，国以富强,殷盛,殷实，富裕。
dtset-txt-off,获楚、魏之师，举地千里，至今治强。,治强,安定强盛。
dtset-txt-off,遂散六国之从，使之西面事秦，功施到今。,施,延续。
dtset-txt-off,逐华阳，强公室，杜私门，蚕食诸侯,杜,堵塞、封闭。
dtset-txt-off,有随、和之宝，垂明月之珠，服太阿之剑，乘纤离之马,服,佩带。
dtset-txt-off,服太阿之剑，乘纤离之马，建翠凤之旗，树灵鼍之鼓。,建,树立。
dtset-txt-off,夫击瓮叩缶，弹筝搏髀，而歌呼呜呜快耳者,髀,大腿。
dtset-txt-off,是以太山不让土壤，故能成其大；河海不择细流，故能就其深,择,同“释”，舍弃。
dtset-txt-off,此五帝三王之所以无敌也。今乃弃黔首以资敌国，却宾客以业诸侯,黔首,指平民、老百姓。平民百姓以黑巾覆头，故称“黔首”。
dtset-txt-off,使天下之士退而不敢西向，裹足不入秦，此所谓“藉寇兵而赍盗粮”者也。,藉,同“借”。
dtset-txt-off,一恸。辛未三月念六夜四鼓，意洞手书。,念,俗同“廿”，二十。
dtset-txt-off,以一头进，试使斗而才，因责常供。,责,责令。
dtset-txt-off,市中游侠儿得佳者笼养之，昂其直，居为奇货。,居,囤积、储存。
dtset-txt-off,于败堵丛草处，探石发穴，靡计不施，迄无济。,迄,最终。
dtset-txt-off,巫从旁望空代祝，唇吻翕辟，不知何词。,翕辟,开合。
dtset-txt-off,细瞻景状，与村东大佛阁真逼似。,逼,非常。
dtset-txt-off,备极护爱，留待限期，以塞官责。,塞,充抵。
dtset-txt-off,覆之以掌，虚若无物；手裁举，则又超忽而跃。,裁,同“才”。
dtset-txt-off,少年固强之。顾念蓄劣物终无所用，不如拼博一笑,顾,但。
dtset-txt-off,掇置笼中。翼日进宰，宰见其小,翼,同“翌”。
dtset-txt-off,必固其根本；欲流之远者，必浚其泉源；思国之安者,浚,疏通水道。
dtset-txt-off,而况于明哲乎！人君当神器之重，居域中之大,神器,指帝位。
dtset-txt-off,人君当神器之重，居域中之大，将崇极天之峻,域中,天地间。
dtset-txt-off,塞源而欲流长者也。凡百元首，承天景命,凡百,所有的。
dtset-txt-off,凡百元首，承天景命，莫不殷忧而道著，功成而德衰。,殷,深。
dtset-txt-off,傲物则骨肉为行路。虽董之以严刑，振之以威怒,董,督察。
dtset-txt-off,虽董之以严刑，振之以威怒，终苟免而不怀仁,振,同“震”，威吓。
dtset-txt-off,诚能见可欲则思知足以自戒，将有作则思知止以安人，念高危则思谦冲而自牧，惧满溢则思江海下百川,牧,养。
dtset-txt-off,念高危则思谦冲而自牧，惧满溢则思江海下百川，乐盘游则思三驱以为度，忧懈怠则思慎始而敬终,盘游,游乐。这里指田猎。
dtset-txt-off,惧满溢则思江海下百川，乐盘游则思三驱以为度，忧懈怠则思慎始而敬终，虑壅蔽则思虚心以纳下,敬,慎。
dtset-txt-off,文武争驰，在君无事，可以尽豫游之乐，可以养松、乔之寿,豫游,出游，游乐。帝王秋天出巡为“豫”，春天出巡为“游”。
dtset-txt-off,不复一一自辨。重念蒙君实视遇厚，于反覆不宜卤莽,重念,又考虑到。
dtset-txt-off,重念蒙君实视遇厚，于反覆不宜卤莽，故今具道所以,反覆,指书信往返。
dtset-txt-off,为天下理财，不为征利；辟邪说，难壬人，不为拒谏。,难,排斥。
dtset-txt-off,非特朝廷士大夫而已；盘庚不为怨者故改其度，度义而后动，是而不见可悔故也。,义,适宜。
dtset-txt-off,盘庚不为怨者故改其度，度义而后动，是而不见可悔故也。,是,认为正确。
dtset-txt-off,则非某之所敢知。无由会晤，不任区区向往之至！,区区,小，用作自称的谦辞。
